account_id,customer_id,account_type,opened_date,account_status
A0004024,C002842,Savings,2021-09-01,Active
A0004025,C002843,Current,2021-04-01,Active
A0004026,C002844,Savings,2020-03-31,Active
A0004027,C002845,Savings,2018-07-29,Active
A0004028,C002846,Current,2022-09-12,Active
A0004029,C002846,Current,2022-09-12,Active
A0004030,C002847,Current,2025-05-10,Active
A0004031,C002847,Savings,2025-05-10,Active
A0004032,C002848,Credit Card,2018-03-17,Active
A0004033,C002849,Current,2024-06-13,Active
A0004034,C002849,Savings,2024-06-13,Active
A0004035,C002850,Credit Card,2023-02-15,Active
A0004036,C002851,Current,2018-11-20,Active
A0004037,C002852,Credit Card,2024-05-03,Active
A0004038,C002853,Current,2023-11-11,Active
A0004039,C002853,Savings,2023-11-11,Active
A0004040,C002853,Current,2023-11-11,Active
A0004041,C002854,Current,2018-09-14,Dormant
A0004042,C002855,Current,2022-12-07,Active
A0004043,C002856,Current,2025-06-20,Active
A0004044,C002857,Savings,2021-02-11,Active
A0004045,C002858,Current,2021-04-20,Active
A0004046,C002859,Current,2020-08-10,Active
A0004047,C002859,Current,2020-08-10,Active
A0004048,C002860,Current,2025-08-09,Active
A0004049,C002860,Current,2025-08-09,Active
A0004050,C002861,Savings,2018-09-09,Active
A0004051,C002861,Credit Card,2018-09-09,Dormant
A0004052,C002862,Current,2018-01-12,Active
A0004053,C002862,Savings,2018-01-12,Active
A0004054,C002862,Current,2018-01-12,Active
A0004055,C002863,Current,2022-05-29,Active
A0004056,C002864,Current,2024-02-02,Active
A0004057,C002865,Current,2021-07-05,Active
A0004058,C002866,Savings,2018-02-06,Active
A0004059,C002867,Current,2020-01-24,Active
A0004060,C002867,Savings,2020-01-24,Active
A0004061,C002868,Current,2019-08-27,Active
A0004062,C002869,Current,2018-03-22,Active
A0004063,C002870,Current,2023-08-30,Dormant
A0004064,C002870,Credit Card,2023-08-30,Dormant
A0004065,C002871,Current,2020-03-08,Active
A0004066,C002872,Savings,2024-11-10,Active
A0004067,C002873,Savings,2022-12-05,Active
A0004068,C002874,Current,2018-10-26,Active
A0004069,C002875,Current,2023-03-01,Dormant
A0004070,C002876,Current,2019-09-10,Active
A0004071,C002877,Savings,2024-12-15,Active
A0004072,C002877,Savings,2024-12-15,Active
A0004073,C002877,Current,2024-12-15,Active
A0004074,C002878,Savings,2023-02-12,Active
A0004075,C002879,Current,2018-06-08,Active
A0004076,C002880,Current,2022-09-24,Active
A0004077,C002881,Current,2021-09-26,Active
A0004078,C002882,Savings,2019-04-07,Active
A0004079,C002883,Credit Card,2018-08-02,Active
A0004080,C002883,Savings,2018-08-02,Active
A0004081,C002884,Current,2018-12-15,Closed
A0004082,C002884,Current,2018-12-15,Active
A0004083,C002885,Savings,2022-08-17,Active
A0004084,C002886,Savings,2023-11-30,Active
A0004085,C002886,Current,2023-11-30,Dormant
A0004086,C002887,Credit Card,2021-11-28,Active
A0004087,C002888,Credit Card,2022-07-14,Active
A0004088,C002889,Savings,2019-06-05,Active
A0004089,C002890,Savings,2019-01-26,Active
A0004090,C002891,Savings,2021-07-19,Active
A0004091,C002892,Credit Card,2018-08-20,Active
A0004092,C002892,Savings,2018-08-20,Active
A0004093,C002893,Current,2024-09-18,Active
A0004094,C002894,Current,2023-08-28,Active
A0004095,C002895,Current,2023-02-21,Active
A0004096,C002896,Current,2023-05-01,Active
A0004097,C002897,Savings,2020-06-12,Active
A0004098,C002897,Current,2020-06-12,Active
A0004099,C002898,Savings,2021-03-24,Active
A0004100,C002899,Savings,2018-07-30,Active
A0004101,C002900,Current,2022-01-01,Dormant
A0004102,C002900,Savings,2022-01-01,Active
A0004103,C002900,Current,2022-01-01,Active
A0004104,C002901,Current,2024-06-01,Active
A0004105,C002902,Savings,2021-08-01,Active
A0004106,C002903,Current,2025-07-29,Active
A0004107,C002904,Current,2020-09-09,Active
A0004108,C002904,Credit Card,2020-09-09,Dormant
A0004109,C002905,Credit Card,2021-06-17,Active
A0004110,C002906,Savings,2019-02-10,Active
A0004111,C002907,Current,2022-11-29,Active
A0004112,C002907,Savings,2022-11-29,Active
A0004113,C002908,Current,2025-08-30,Active
A0004114,C002909,Savings,2019-08-19,Dormant
A0004115,C002910,Savings,2025-04-28,Active
A0004116,C002911,Current,2023-06-09,Active
A0004117,C002912,Current,2025-08-23,Active
A0004118,C002912,Current,2025-08-23,Active
A0004119,C002913,Savings,2022-06-24,Dormant
A0004120,C002914,Current,2019-09-25,Active
A0004121,C002914,Savings,2019-09-25,Active
A0004122,C002915,Current,2023-07-27,Active
A0004123,C002916,Savings,2024-03-02,Active
A0004124,C002917,Savings,2020-06-28,Active
A0004125,C002917,Savings,2020-06-28,Active
A0004126,C002918,Current,2021-10-25,Active
A0004127,C002919,Credit Card,2021-10-16,Active
A0004128,C002920,Current,2022-11-25,Active
A0004129,C002921,Current,2020-11-21,Active
A0004130,C002921,Savings,2020-11-21,Active
A0004131,C002921,Current,2020-11-21,Active
A0004132,C002922,Savings,2022-08-16,Active
A0004133,C002923,Savings,2021-04-06,Active
A0004134,C002924,Current,2023-07-30,Active
A0004135,C002925,Credit Card,2022-12-24,Active
A0004136,C002926,Current,2024-10-05,Active
A0004137,C002926,Current,2024-10-05,Active
A0004138,C002927,Savings,2019-10-15,Active
A0004139,C002928,Current,2020-01-27,Active
A0004140,C002929,Current,2022-05-24,Active
A0004141,C002930,Current,2025-04-10,Active
A0004142,C002931,Current,2025-07-17,Active
A0004143,C002931,Current,2025-07-17,Active
A0004144,C002932,Credit Card,2022-07-13,Active
A0004145,C002933,Current,2019-07-22,Active
A0004146,C002933,Credit Card,2019-07-22,Active
A0004147,C002934,Current,2020-05-05,Active
A0004148,C002934,Current,2020-05-05,Closed
A0004149,C002935,Credit Card,2024-06-05,Active
A0004150,C002936,Savings,2018-01-19,Active
A0004151,C002937,Savings,2022-02-17,Active
A0004152,C002938,Current,2024-11-14,Active
A0004153,C002939,Current,2019-01-26,Active
A0004154,C002939,Current,2019-01-26,Active
A0004155,C002940,Current,2025-05-15,Active
A0004156,C002940,Credit Card,2025-05-15,Active
A0004157,C002941,Current,2024-12-29,Active
A0004158,C002941,Savings,2024-12-29,Active
A0004159,C002942,Savings,2022-04-15,Active
A0004160,C002943,Current,2025-08-24,Active
A0004161,C002944,Current,2018-03-11,Active
A0004162,C002944,Savings,2018-03-11,Active
A0004163,C002945,Credit Card,2020-11-11,Dormant
A0004164,C002945,Credit Card,2020-11-11,Dormant
A0004165,C002946,Current,2018-12-31,Active
A0004166,C002947,Savings,2019-02-24,Active
A0004167,C002947,Current,2019-02-24,Active
A0004168,C002948,Credit Card,2024-07-04,Active
A0004169,C002949,Current,2020-04-09,Active
A0004170,C002949,Current,2020-04-09,Active
A0004171,C002950,Current,2023-04-16,Active
A0004172,C002951,Current,2024-07-13,Active
A0004173,C002952,Current,2019-04-08,Active
A0004174,C002953,Current,2021-10-31,Active
A0004175,C002954,Current,2022-05-17,Active
A0004176,C002955,Savings,2020-03-04,Active
A0004177,C002956,Savings,2025-02-21,Active
A0004178,C002956,Savings,2025-02-21,Active
A0004179,C002957,Savings,2020-06-08,Active
A0004180,C002958,Current,2022-07-07,Active
A0004181,C002959,Current,2018-10-04,Closed
A0004182,C002959,Current,2018-10-04,Dormant
A0004183,C002959,Current,2018-10-04,Active
A0004184,C002960,Current,2020-02-28,Active
A0004185,C002961,Current,2022-06-21,Active
A0004186,C002962,Savings,2020-08-07,Active
A0004187,C002963,Current,2018-12-10,Active
A0004188,C002963,Current,2018-12-10,Active
A0004189,C002964,Savings,2024-12-08,Closed
A0004190,C002964,Current,2024-12-08,Active
A0004191,C002965,Current,2020-02-01,Active
A0004192,C002965,Savings,2020-02-01,Active
A0004193,C002966,Current,2018-03-28,Active
A0004194,C002967,Current,2023-02-24,Active
A0004195,C002968,Current,2022-05-21,Active
A0004196,C002968,Credit Card,2022-05-21,Dormant
A0004197,C002969,Current,2023-05-21,Dormant
A0004198,C002970,Credit Card,2022-12-10,Active
A0004199,C002970,Savings,2022-12-10,Active
A0004200,C002971,Savings,2025-04-05,Active
A0004201,C002972,Savings,2024-07-01,Dormant
A0004202,C002973,Savings,2023-04-18,Active
A0004203,C002973,Savings,2023-04-18,Active
A0004204,C002974,Current,2021-08-08,Active
A0004205,C002975,Current,2018-12-24,Active
A0004206,C002975,Savings,2018-12-24,Active
A0004207,C002976,Current,2019-02-27,Active
A0004208,C002976,Savings,2019-02-27,Active
A0004209,C002977,Current,2024-07-19,Active
A0004210,C002977,Current,2024-07-19,Active
A0004211,C002977,Savings,2024-07-19,Active
A0004212,C002978,Current,2019-06-24,Active
A0004213,C002978,Savings,2019-06-24,Active
A0004214,C002978,Current,2019-06-24,Active
A0004215,C002979,Current,2024-02-17,Active
A0004216,C002980,Current,2019-04-18,Active
A0004217,C002981,Current,2019-03-06,Active
A0004218,C002982,Current,2020-04-07,Active
A0004219,C002983,Current,2018-12-23,Active
A0004220,C002984,Current,2024-01-05,Active
A0004221,C002984,Savings,2024-01-05,Active
A0004222,C002985,Current,2020-05-26,Active
A0004223,C002986,Current,2018-08-01,Active
A0004224,C002986,Savings,2018-08-01,Active
A0004225,C002987,Savings,2022-04-29,Active
A0004226,C002987,Current,2022-04-29,Active
A0004227,C002988,Current,2022-04-29,Active
A0004228,C002988,Credit Card,2022-04-29,Dormant
A0004229,C002989,Savings,2020-06-01,Active
A0004230,C002989,Savings,2020-06-01,Active
A0004231,C002990,Current,2018-03-24,Dormant
A0004232,C002991,Savings,2020-03-04,Active
A0004233,C002991,Savings,2020-03-04,Active
A0004234,C002992,Current,2019-10-09,Dormant
A0004235,C002993,Savings,2019-12-14,Active
A0004236,C002994,Current,2021-02-26,Active
A0004237,C002995,Current,2019-09-12,Active
A0004238,C002996,Current,2021-02-28,Active
A0004239,C002997,Savings,2022-04-18,Active
A0004240,C002997,Current,2022-04-18,Active
A0004241,C002997,Current,2022-04-18,Active
A0004242,C002998,Savings,2022-01-20,Closed
A0004243,C002999,Current,2018-06-03,Active
A0004244,C003000,Current,2018-08-25,Active
A0004245,C003001,Savings,2018-12-15,Active
A0004246,C003001,Current,2018-12-15,Active
A0004247,C003002,Savings,2024-07-15,Active
A0004248,C003003,Savings,2022-04-30,Closed
A0004249,C003003,Savings,2022-04-30,Active
A0004250,C003003,Savings,2022-04-30,Active
A0004251,C003004,Current,2019-09-08,Active
A0004252,C003004,Current,2019-09-08,Active
A0004253,C003005,Current,2018-06-26,Active
A0004254,C003006,Savings,2022-07-09,Active
A0004255,C003007,Current,2023-12-10,Active
A0004256,C003008,Savings,2023-06-15,Active
A0004257,C003008,Savings,2023-06-15,Dormant
A0004258,C003009,Current,2020-09-02,Active
A0004259,C003010,Credit Card,2018-01-01,Active
A0004260,C003011,Current,2020-05-11,Active
A0004261,C003012,Current,2020-05-04,Active
A0004262,C003013,Current,2023-06-07,Active
A0004263,C003014,Savings,2024-09-05,Active
A0004264,C003015,Savings,2024-01-18,Active
A0004265,C003016,Current,2018-04-25,Active
A0004266,C003017,Current,2019-01-17,Active
A0004267,C003017,Savings,2019-01-17,Dormant
A0004268,C003018,Current,2025-06-12,Active
A0004269,C003019,Savings,2024-11-10,Active
A0004270,C003019,Current,2024-11-10,Dormant
A0004271,C003019,Savings,2024-11-10,Active
A0004272,C003020,Savings,2022-06-16,Active
A0004273,C003021,Current,2025-01-20,Active
A0004274,C003022,Savings,2018-01-26,Active
A0004275,C003022,Credit Card,2018-01-26,Active
A0004276,C003023,Credit Card,2018-02-25,Closed
A0004277,C003024,Current,2024-12-12,Active
A0004278,C003024,Current,2024-12-12,Dormant
A0004279,C003025,Savings,2019-01-28,Active
A0004280,C003025,Credit Card,2019-01-28,Active
A0004281,C003026,Savings,2023-06-13,Active
A0004282,C003026,Savings,2023-06-13,Active
A0004283,C003026,Savings,2023-06-13,Active
A0004284,C003027,Credit Card,2023-11-28,Active
A0004285,C003027,Current,2023-11-28,Active
A0004286,C003027,Current,2023-11-28,Active
A0004287,C003028,Credit Card,2024-02-09,Active
A0004288,C003029,Current,2019-07-26,Active
A0004289,C003030,Current,2020-08-03,Active
A0004290,C003030,Credit Card,2020-08-03,Active
A0004291,C003031,Current,2018-08-23,Active
A0004292,C003032,Current,2022-05-30,Active
A0004293,C003033,Current,2019-07-31,Dormant
A0004294,C003034,Savings,2019-11-10,Active
A0004295,C003035,Current,2024-08-16,Active
A0004296,C003036,Savings,2021-09-02,Active
A0004297,C003037,Current,2020-04-04,Active
A0004298,C003038,Current,2019-09-07,Active
A0004299,C003039,Current,2023-09-12,Active
A0004300,C003040,Credit Card,2023-06-26,Active
A0004301,C003040,Current,2023-06-26,Active
A0004302,C003040,Current,2023-06-26,Active
A0004303,C003041,Current,2019-11-09,Active
A0004304,C003041,Current,2019-11-09,Active
A0004305,C003041,Savings,2019-11-09,Dormant
A0004306,C003042,Current,2020-12-30,Active
A0004307,C003043,Savings,2022-04-01,Active
A0004308,C003044,Savings,2020-08-12,Active
A0004309,C003045,Savings,2020-08-16,Active
A0004310,C003045,Credit Card,2020-08-16,Active
A0004311,C003046,Current,2021-01-24,Active
A0004312,C003047,Current,2020-12-24,Active
A0004313,C003048,Current,2018-10-02,Active
A0004314,C003049,Current,2021-04-06,Active
A0004315,C003050,Savings,2019-09-16,Dormant
A0004316,C003051,Current,2024-09-14,Active
A0004317,C003051,Current,2024-09-14,Active
A0004318,C003052,Current,2024-03-10,Active
A0004319,C003052,Savings,2024-03-10,Active
A0004320,C003053,Savings,2018-01-31,Active
A0004321,C003053,Current,2018-01-31,Active
A0004322,C003053,Savings,2018-01-31,Active
A0004323,C003054,Savings,2024-07-30,Active
A0004324,C003054,Current,2024-07-30,Active
A0004325,C003055,Current,2022-07-04,Active
A0004326,C003055,Current,2022-07-04,Dormant
A0004327,C003056,Current,2023-04-23,Active
A0004328,C003056,Savings,2023-04-23,Closed
A0004329,C003057,Current,2018-05-15,Dormant
A0004330,C003058,Current,2019-03-08,Closed
A0004331,C003058,Current,2019-03-08,Dormant
A0004332,C003058,Savings,2019-03-08,Active
A0004333,C003059,Savings,2019-09-18,Active
A0004334,C003059,Current,2019-09-18,Active
A0004335,C003059,Savings,2019-09-18,Active
A0004336,C003060,Savings,2021-08-19,Active
A0004337,C003060,Current,2021-08-19,Active
A0004338,C003061,Current,2020-12-27,Active
A0004339,C003061,Credit Card,2020-12-27,Active
A0004340,C003062,Current,2020-11-10,Active
A0004341,C003062,Current,2020-11-10,Active
A0004342,C003062,Savings,2020-11-10,Active
A0004343,C003063,Savings,2018-01-03,Active
A0004344,C003064,Savings,2022-06-13,Active
A0004345,C003065,Credit Card,2021-05-20,Active
A0004346,C003066,Current,2019-05-11,Closed
A0004347,C003067,Credit Card,2021-07-22,Active
A0004348,C003068,Current,2020-07-13,Active
A0004349,C003069,Current,2022-07-21,Active
A0004350,C003070,Current,2024-03-05,Active
A0004351,C003071,Savings,2024-09-04,Active
A0004352,C003072,Credit Card,2023-09-12,Active
A0004353,C003073,Current,2020-02-27,Active
A0004354,C003074,Savings,2023-08-26,Active
A0004355,C003075,Savings,2023-10-28,Active
A0004356,C003076,Current,2019-07-23,Active
A0004357,C003077,Savings,2024-10-29,Active
A0004358,C003077,Savings,2024-10-29,Active
A0004359,C003078,Current,2018-11-14,Active
A0004360,C003078,Savings,2018-11-14,Active
A0004361,C003078,Current,2018-11-14,Active
A0004362,C003079,Credit Card,2025-06-27,Active
A0004363,C003080,Savings,2018-02-14,Active
A0004364,C003080,Savings,2018-02-14,Active
A0004365,C003081,Current,2018-01-22,Active
A0004366,C003082,Current,2020-02-02,Active
A0004367,C003082,Savings,2020-02-02,Active
A0004368,C003083,Current,2022-04-26,Active
A0004369,C003084,Current,2024-07-07,Active
A0004370,C003084,Current,2024-07-07,Active
A0004371,C003085,Savings,2019-07-24,Active
A0004372,C003086,Current,2019-08-09,Active
A0004373,C003086,Credit Card,2019-08-09,Active
A0004374,C003087,Current,2025-07-11,Active
A0004375,C003088,Current,2025-05-14,Active
A0004376,C003089,Current,2023-04-04,Active
A0004377,C003090,Current,2020-05-10,Active
A0004378,C003091,Current,2024-10-21,Active
A0004379,C003092,Current,2021-10-19,Active
A0004380,C003093,Credit Card,2018-06-06,Dormant
A0004381,C003093,Savings,2018-06-06,Active
A0004382,C003094,Current,2022-05-18,Active
A0004383,C003095,Current,2024-01-28,Active
A0004384,C003096,Current,2024-04-09,Active
A0004385,C003096,Current,2024-04-09,Active
A0004386,C003097,Current,2023-05-21,Active
A0004387,C003098,Current,2025-08-06,Active
A0004388,C003098,Savings,2025-08-06,Active
A0004389,C003098,Current,2025-08-06,Active
A0004390,C003099,Current,2020-12-21,Active
A0004391,C003100,Savings,2020-10-28,Active
A0004392,C003101,Savings,2019-09-02,Active
A0004393,C003102,Current,2025-01-28,Active
A0004394,C003102,Current,2025-01-28,Active
A0004395,C003102,Current,2025-01-28,Dormant
A0004396,C003103,Current,2020-03-04,Active
A0004397,C003104,Savings,2024-01-23,Active
A0004398,C003105,Savings,2020-11-04,Active
A0004399,C003106,Credit Card,2020-11-30,Dormant
A0004400,C003106,Current,2020-11-30,Active
A0004401,C003107,Current,2023-03-29,Active
A0004402,C003108,Current,2019-09-04,Active
A0004403,C003109,Savings,2021-05-17,Dormant
A0004404,C003110,Current,2020-01-29,Active
A0004405,C003110,Savings,2020-01-29,Active
A0004406,C003111,Current,2022-11-24,Active
A0004407,C003112,Current,2022-07-15,Active
A0004408,C003113,Savings,2021-02-04,Active
A0004409,C003113,Current,2021-02-04,Active
A0004410,C003114,Current,2022-02-27,Active
A0004411,C003115,Current,2024-11-07,Active
A0004412,C003116,Savings,2023-05-23,Active
A0004413,C003117,Current,2025-08-04,Active
A0004414,C003118,Savings,2021-06-21,Dormant
A0004415,C003119,Current,2020-09-07,Active
A0004416,C003120,Savings,2023-10-23,Dormant
A0004417,C003121,Savings,2020-06-22,Dormant
A0004418,C003121,Credit Card,2020-06-22,Closed
A0004419,C003122,Current,2023-07-11,Active
A0004420,C003123,Current,2025-07-27,Active
A0004421,C003124,Current,2019-01-24,Active
A0004422,C003125,Credit Card,2019-01-22,Active
A0004423,C003125,Savings,2019-01-22,Active
A0004424,C003126,Savings,2024-07-13,Active
A0004425,C003127,Current,2019-10-29,Active
A0004426,C003128,Current,2024-07-06,Active
A0004427,C003128,Current,2024-07-06,Active
A0004428,C003129,Savings,2018-07-16,Active
A0004429,C003129,Savings,2018-07-16,Dormant
A0004430,C003130,Current,2020-04-05,Active
A0004431,C003130,Current,2020-04-05,Active
A0004432,C003131,Savings,2022-01-22,Active
A0004433,C003131,Current,2022-01-22,Active
A0004434,C003132,Current,2022-01-04,Active
A0004435,C003133,Current,2025-05-02,Active
A0004436,C003134,Current,2025-04-21,Active
A0004437,C003134,Credit Card,2025-04-21,Dormant
A0004438,C003135,Current,2020-04-24,Active
A0004439,C003135,Credit Card,2020-04-24,Active
A0004440,C003136,Current,2020-04-17,Active
A0004441,C003137,Current,2020-12-24,Active
A0004442,C003138,Credit Card,2023-02-04,Active
A0004443,C003138,Current,2023-02-04,Active
A0004444,C003138,Current,2023-02-04,Active
A0004445,C003139,Current,2021-05-11,Active
A0004446,C003140,Savings,2023-01-28,Active
A0004447,C003141,Current,2025-02-27,Active
A0004448,C003141,Savings,2025-02-27,Active
A0004449,C003142,Credit Card,2020-02-20,Active
A0004450,C003142,Credit Card,2020-02-20,Active
A0004451,C003143,Current,2022-10-17,Active
A0004452,C003143,Credit Card,2022-10-17,Active
A0004453,C003143,Credit Card,2022-10-17,Active
A0004454,C003144,Credit Card,2024-10-11,Active
A0004455,C003144,Current,2024-10-11,Active
A0004456,C003144,Savings,2024-10-11,Active
A0004457,C003145,Savings,2018-04-04,Active
A0004458,C003146,Savings,2023-07-05,Active
A0004459,C003147,Current,2024-11-19,Active
A0004460,C003147,Savings,2024-11-19,Active
A0004461,C003148,Savings,2018-11-10,Active
A0004462,C003149,Current,2021-03-27,Active
A0004463,C003150,Savings,2022-01-14,Active
A0004464,C003150,Current,2022-01-14,Closed
A0004465,C003151,Savings,2025-01-18,Active
A0004466,C003151,Savings,2025-01-18,Active
A0004467,C003152,Current,2022-01-16,Active
A0004468,C003153,Current,2021-06-05,Active
A0004469,C003154,Current,2020-05-18,Active
A0004470,C003154,Current,2020-05-18,Active
A0004471,C003155,Savings,2018-03-05,Active
A0004472,C003156,Current,2021-07-26,Active
A0004473,C003157,Savings,2021-02-26,Active
A0004474,C003158,Current,2023-12-30,Closed
A0004475,C003159,Savings,2024-06-08,Closed
A0004476,C003160,Credit Card,2020-06-16,Active
A0004477,C003160,Savings,2020-06-16,Active
A0004478,C003161,Savings,2020-11-16,Active
A0004479,C003162,Savings,2021-03-07,Active
A0004480,C003163,Savings,2024-03-23,Active
A0004481,C003164,Savings,2018-02-22,Active
A0004482,C003165,Current,2023-07-12,Active
A0004483,C003166,Credit Card,2019-12-27,Active
A0004484,C003166,Current,2019-12-27,Active
A0004485,C003167,Savings,2019-07-28,Active
A0004486,C003167,Savings,2019-07-28,Active
A0004487,C003168,Current,2025-06-08,Active
A0004488,C003169,Savings,2024-05-07,Active
A0004489,C003170,Savings,2021-02-26,Active
A0004490,C003171,Savings,2020-05-01,Active
A0004491,C003172,Savings,2023-03-13,Active
A0004492,C003173,Current,2024-08-30,Active
A0004493,C003173,Current,2024-08-30,Active
A0004494,C003174,Current,2018-04-03,Active
A0004495,C003175,Savings,2019-03-23,Active
A0004496,C003176,Current,2019-06-26,Active
A0004497,C003177,Savings,2023-10-09,Active
A0004498,C003177,Credit Card,2023-10-09,Active
A0004499,C003177,Current,2023-10-09,Active
A0004500,C003178,Savings,2020-04-19,Active
A0004501,C003179,Current,2019-12-07,Active
A0004502,C003179,Current,2019-12-07,Active
A0004503,C003179,Current,2019-12-07,Active
A0004504,C003180,Current,2023-02-05,Active
A0004505,C003181,Credit Card,2019-11-30,Active
A0004506,C003182,Savings,2020-05-10,Active
A0004507,C003182,Savings,2020-05-10,Active
A0004508,C003183,Savings,2025-04-08,Dormant
A0004509,C003183,Current,2025-04-08,Active
A0004510,C003183,Credit Card,2025-04-08,Active
A0004511,C003184,Current,2018-05-06,Active
A0004512,C003185,Current,2019-05-26,Active
A0004513,C003185,Current,2019-05-26,Active
A0004514,C003186,Current,2019-08-07,Active
A0004515,C003187,Current,2022-12-20,Active
A0004516,C003187,Credit Card,2022-12-20,Active
A0004517,C003188,Current,2023-01-18,Active
A0004518,C003189,Savings,2018-04-15,Active
A0004519,C003189,Current,2018-04-15,Active
A0004520,C003189,Current,2018-04-15,Active
A0004521,C003190,Current,2021-06-02,Active
A0004522,C003190,Current,2021-06-02,Active
A0004523,C003190,Savings,2021-06-02,Active
A0004524,C003191,Savings,2024-11-22,Active
A0004525,C003192,Current,2023-01-11,Active
A0004526,C003193,Current,2019-09-28,Closed
A0004527,C003194,Current,2021-02-27,Active
A0004528,C003194,Current,2021-02-27,Active
A0004529,C003194,Savings,2021-02-27,Active
A0004530,C003195,Savings,2023-11-28,Active
A0004531,C003196,Savings,2023-10-18,Active
A0004532,C003197,Savings,2020-08-27,Active
A0004533,C003197,Current,2020-08-27,Active
A0004534,C003198,Savings,2023-08-24,Active
A0004535,C003199,Current,2019-08-29,Active
A0004536,C003199,Current,2019-08-29,Active
A0004537,C003199,Savings,2019-08-29,Active
A0004538,C003200,Current,2018-04-08,Active
A0004539,C003201,Current,2025-08-16,Active
A0004540,C003202,Savings,2018-02-07,Active
A0004541,C003203,Savings,2018-07-04,Closed
A0004542,C003204,Savings,2021-04-01,Dormant
A0004543,C003205,Savings,2019-03-17,Active
A0004544,C003206,Credit Card,2025-04-28,Active
A0004545,C003207,Current,2024-02-10,Active
A0004546,C003207,Current,2024-02-10,Active
A0004547,C003208,Current,2019-04-26,Active
A0004548,C003209,Savings,2020-06-23,Active
A0004549,C003209,Current,2020-06-23,Active
A0004550,C003210,Current,2022-10-05,Active
A0004551,C003211,Current,2018-06-30,Active
A0004552,C003212,Credit Card,2022-08-07,Dormant
A0004553,C003213,Current,2023-02-25,Active
A0004554,C003214,Current,2019-03-28,Active
A0004555,C003215,Current,2024-10-18,Dormant
A0004556,C003216,Current,2023-03-01,Active
A0004557,C003217,Current,2024-02-14,Active
A0004558,C003217,Current,2024-02-14,Active
A0004559,C003218,Current,2019-09-28,Active
A0004560,C003219,Credit Card,2022-06-06,Active
A0004561,C003220,Current,2019-12-04,Active
A0004562,C003221,Current,2019-07-10,Active
A0004563,C003222,Credit Card,2021-08-31,Active
A0004564,C003222,Current,2021-08-31,Dormant
A0004565,C003223,Current,2018-04-04,Active
A0004566,C003224,Savings,2019-07-12,Active
A0004567,C003224,Savings,2019-07-12,Active
A0004568,C003225,Savings,2025-06-23,Active
A0004569,C003226,Credit Card,2020-03-16,Active
A0004570,C003227,Current,2022-09-26,Active
A0004571,C003227,Credit Card,2022-09-26,Active
A0004572,C003228,Savings,2023-02-03,Active
A0004573,C003229,Current,2019-01-18,Active
A0004574,C003230,Current,2018-01-03,Active
A0004575,C003231,Savings,2025-03-18,Active
A0004576,C003232,Current,2025-05-06,Closed
A0004577,C003232,Savings,2025-05-06,Active
A0004578,C003232,Savings,2025-05-06,Active
A0004579,C003233,Current,2021-07-10,Active
A0004580,C003234,Current,2021-12-01,Active
A0004581,C003234,Current,2021-12-01,Active
A0004582,C003235,Current,2022-03-26,Active
A0004583,C003236,Savings,2018-10-26,Active
A0004584,C003236,Credit Card,2018-10-26,Active
A0004585,C003237,Savings,2018-10-04,Active
A0004586,C003238,Credit Card,2019-04-19,Active
A0004587,C003239,Current,2020-10-21,Dormant
A0004588,C003239,Current,2020-10-21,Active
A0004589,C003240,Savings,2018-05-16,Active
A0004590,C003240,Credit Card,2018-05-16,Active
A0004591,C003240,Current,2018-05-16,Active
A0004592,C003241,Savings,2018-10-03,Active
A0004593,C003242,Savings,2018-06-27,Active
A0004594,C003243,Credit Card,2022-09-15,Active
A0004595,C003244,Current,2021-10-21,Active
A0004596,C003245,Current,2018-07-13,Active
A0004597,C003246,Savings,2024-08-10,Active
A0004598,C003247,Current,2019-07-30,Active
A0004599,C003248,Current,2019-01-19,Active
A0004600,C003248,Current,2019-01-19,Dormant
A0004601,C003248,Savings,2019-01-19,Active
A0004602,C003249,Credit Card,2021-12-01,Active
A0004603,C003250,Savings,2021-09-19,Dormant
A0004604,C003251,Savings,2023-12-06,Active
A0004605,C003252,Savings,2023-07-21,Active
A0004606,C003253,Current,2025-06-16,Active
A0004607,C003254,Savings,2020-02-04,Active
A0004608,C003255,Current,2022-01-30,Active
A0004609,C003255,Current,2022-01-30,Active
A0004610,C003256,Current,2022-09-20,Active
A0004611,C003257,Savings,2024-08-25,Active
A0004612,C003258,Savings,2018-02-22,Active
A0004613,C003258,Savings,2018-02-22,Active
A0004614,C003259,Savings,2023-08-28,Active
A0004615,C003260,Current,2022-12-05,Active
A0004616,C003260,Savings,2022-12-05,Active
A0004617,C003260,Current,2022-12-05,Active
A0004618,C003261,Current,2021-04-09,Active
A0004619,C003262,Credit Card,2019-08-05,Active
A0004620,C003263,Credit Card,2018-07-15,Active
A0004621,C003264,Current,2025-01-14,Active
A0004622,C003265,Credit Card,2024-08-08,Active
A0004623,C003265,Current,2024-08-08,Dormant
A0004624,C003266,Current,2020-02-16,Active
A0004625,C003267,Savings,2024-03-23,Active
A0004626,C003268,Current,2022-09-05,Active
A0004627,C003268,Current,2022-09-05,Active
A0004628,C003269,Current,2021-03-22,Active
A0004629,C003270,Savings,2020-08-21,Active
A0004630,C003270,Current,2020-08-21,Active
A0004631,C003271,Savings,2021-05-14,Active
A0004632,C003272,Savings,2025-05-26,Active
A0004633,C003272,Credit Card,2025-05-26,Active
A0004634,C003273,Current,2024-09-11,Active
