loan_id,customer_id,loan_type,principal_amount,interest_rate,loan_status
L001179,C000209,Personal,2500,17.15,Current
L001180,C001647,Home Improvement,7500,10.5,Current
L001181,C003926,Home Improvement,7500,16.67,Current
L001182,C001641,Auto,20000,16.82,Paid Off
L001183,C002854,Home Improvement,15000,12.45,Current
L001184,C002403,Auto,20000,4.26,Current
L001185,C001931,Personal,15000,11.18,Current
L001186,C002848,Personal,2500,6.96,Current
L001187,C004454,Personal,7500,8.33,Delinquent
L001188,C001994,Auto,10000,14.7,Current
L001189,C002528,Personal,7500,15.98,Current
L001190,C001494,Home Improvement,15000,5.08,Current
L001191,C003697,Home Improvement,5000,8.58,Current
L001192,C003509,Home Improvement,30000,10.65,Current
L001193,C002221,Auto,15000,12.22,Current
L001194,C002194,Home Improvement,20000,9.12,Current
L001195,C000288,Personal,15000,9.65,Current
L001196,C002355,Personal,5000,7.44,Current
L001197,C000222,Auto,15000,15.1,Current
L001198,C003005,Home Improvement,5000,6.75,Current
L001199,C000310,Personal,10000,16.94,Current
L001200,C003929,Auto,7500,3.8,Paid Off
L001201,C004553,Home Improvement,5000,15.86,Current
L001202,C002456,Personal,2500,15.69,Current
L001203,C000574,Personal,10000,12.57,Current
L001204,C004241,Personal,15000,16.28,Current
L001205,C003978,Home Improvement,30000,6.03,Paid Off
L001206,C001402,Auto,10000,6.94,Current
L001207,C001955,Auto,10000,12.91,Current
L001208,C002680,Home Improvement,30000,12.81,Paid Off
L001209,C003381,Home Improvement,7500,17.37,Current
L001210,C004671,Home Improvement,10000,6.37,Current
L001211,C002236,Home Improvement,30000,16.85,Current
L001212,C001381,Personal,7500,10.43,Current
L001213,C002386,Home Improvement,10000,9.53,Current
L001214,C003138,Auto,30000,11.93,Current
L001215,C002005,Home Improvement,20000,13.66,Paid Off
L001216,C004124,Home Improvement,15000,13.3,Current
L001217,C004976,Auto,30000,18.32,Current
L001218,C001505,Auto,10000,4.27,Delinquent
L001219,C003065,Home Improvement,30000,13.19,Current
L001220,C003011,Home Improvement,10000,5.42,Current
L001221,C000655,Personal,10000,11.3,Current
L001222,C003198,Auto,5000,4.64,Current
L001223,C002564,Auto,30000,8.32,Paid Off
L001224,C002693,Auto,30000,7.32,Current
L001225,C001563,Auto,30000,7.78,Current
L001226,C001307,Home Improvement,7500,10.43,Current
L001227,C002771,Personal,7500,15.75,Current
L001228,C003539,Home Improvement,2500,15.58,Paid Off
L001229,C000121,Personal,10000,10.89,Current
L001230,C004121,Personal,5000,10.21,Current
L001231,C001063,Personal,5000,4.99,Current
L001232,C001599,Personal,20000,10.54,Paid Off
L001233,C001456,Auto,7500,15.21,Current
L001234,C000820,Home Improvement,20000,11.31,Current
L001235,C000611,Personal,30000,13.69,Paid Off
L001236,C002379,Home Improvement,10000,11.76,Current
L001237,C001549,Auto,2500,18.37,Current
L001238,C004279,Auto,20000,18.39,Current
L001239,C002766,Auto,15000,14.44,Paid Off
L001240,C002970,Home Improvement,15000,15.53,Current
L001241,C000505,Personal,30000,16.08,Current
L001242,C003322,Home Improvement,20000,12.29,Current
L001243,C001083,Auto,7500,14.64,Current
L001244,C001815,Auto,20000,6.24,Current
L001245,C000827,Home Improvement,7500,16.28,Current
L001246,C002334,Auto,2500,9.94,Current
L001247,C001530,Home Improvement,5000,7.28,Current
L001248,C003568,Home Improvement,20000,14.58,Paid Off
L001249,C001137,Auto,30000,16.26,Delinquent
L001250,C004670,Personal,15000,15.97,Current
L001251,C002124,Home Improvement,7500,8.52,Current
L001252,C000560,Auto,2500,5.67,Paid Off
L001253,C004666,Auto,2500,15.95,Current
L001254,C004676,Auto,5000,5.07,Current
L001255,C000299,Home Improvement,2500,4.92,Paid Off
L001256,C001544,Personal,2500,4.98,Current
L001257,C000740,Personal,20000,12.47,Current
L001258,C003064,Auto,5000,16.51,Paid Off
L001259,C003670,Personal,15000,12.35,Current
L001260,C003154,Personal,20000,16.58,Current
L001261,C003723,Personal,2500,17.86,Current
L001262,C003365,Auto,20000,8.6,Current
L001263,C001283,Home Improvement,5000,16.29,Current
L001264,C000674,Auto,5000,12.56,Delinquent
L001265,C001408,Auto,2500,10.08,Current
L001266,C000896,Home Improvement,7500,9.19,Current
L001267,C001480,Personal,10000,9.62,Current
L001268,C004003,Personal,10000,7.46,Current
L001269,C002604,Home Improvement,20000,9.46,Current
L001270,C001428,Home Improvement,10000,11.29,Current
L001271,C002999,Personal,15000,9.7,Current
L001272,C004929,Home Improvement,15000,15.01,Current
L001273,C000800,Home Improvement,30000,8.03,Current
L001274,C003840,Personal,2500,8.51,Current
L001275,C003435,Home Improvement,2500,15.91,Current
L001276,C001683,Personal,5000,7.95,Current
L001277,C000582,Personal,2500,16.31,Current
L001278,C001216,Home Improvement,2500,11.13,Delinquent
L001279,C000102,Auto,5000,6.39,Current
L001280,C001567,Auto,10000,10.33,Current
L001281,C000578,Home Improvement,2500,7.56,Paid Off
L001282,C004058,Personal,30000,6.82,Current
L001283,C001821,Home Improvement,5000,8.74,Current
L001284,C004997,Personal,15000,16.95,Current
L001285,C000538,Auto,15000,4.0,Current
L001286,C001013,Personal,20000,15.59,Current
L001287,C002802,Auto,20000,10.46,Paid Off
L001288,C001628,Auto,15000,17.42,Current
L001289,C004505,Auto,30000,14.86,Current
L001290,C003015,Auto,15000,6.35,Current
L001291,C004496,Personal,20000,12.61,Current
L001292,C000207,Home Improvement,5000,3.91,Current
L001293,C002204,Home Improvement,2500,7.79,Current
L001294,C000872,Auto,15000,3.89,Current
L001295,C004150,Auto,2500,7.35,Current
L001296,C003145,Personal,10000,7.8,Current
L001297,C000979,Home Improvement,10000,9.68,Current
L001298,C000436,Personal,5000,16.73,Current
L001299,C001780,Home Improvement,15000,5.1,Current
L001300,C002954,Home Improvement,30000,10.22,Paid Off
L001301,C004640,Auto,7500,4.95,Current
L001302,C004034,Auto,7500,12.93,Current
L001303,C001648,Personal,20000,14.3,Current
L001304,C004657,Home Improvement,2500,16.39,Paid Off
L001305,C004846,Home Improvement,7500,15.32,Current
L001306,C001495,Home Improvement,2500,8.44,Current
L001307,C003899,Auto,20000,12.09,Paid Off
L001308,C004172,Personal,2500,15.43,Delinquent
L001309,C000318,Auto,7500,16.6,Paid Off
L001310,C000812,Auto,2500,5.86,Current
L001311,C004040,Home Improvement,2500,9.02,Current
L001312,C003606,Personal,7500,10.48,Current
L001313,C003232,Auto,10000,15.01,Current
L001314,C000857,Home Improvement,5000,4.42,Current
L001315,C003772,Auto,20000,5.59,Current
L001316,C004551,Auto,10000,6.88,Current
L001317,C000630,Auto,5000,10.04,Current
L001318,C003681,Auto,2500,17.92,Current
L001319,C000494,Auto,10000,5.04,Current
L001320,C000604,Home Improvement,20000,7.17,Current
L001321,C001858,Personal,10000,11.03,Current
L001322,C001890,Auto,20000,9.51,Current
L001323,C004414,Auto,2500,15.95,Current
L001324,C000895,Personal,10000,8.96,Delinquent
L001325,C003307,Home Improvement,2500,7.51,Current
L001326,C002248,Auto,2500,17.52,Current
L001327,C000069,Home Improvement,5000,6.44,Current
L001328,C003762,Personal,10000,17.09,Current
L001329,C001496,Personal,10000,7.15,Current
L001330,C004480,Auto,2500,7.5,Paid Off
L001331,C004598,Auto,7500,11.78,Current
L001332,C004032,Personal,30000,9.06,Current
L001333,C003335,Home Improvement,2500,14.77,Current
L001334,C001100,Home Improvement,10000,10.65,Delinquent
L001335,C004944,Personal,10000,17.79,Current
L001336,C000600,Auto,2500,9.56,Current
L001337,C001066,Auto,30000,12.08,Current
L001338,C001964,Personal,5000,16.81,Current
L001339,C000481,Auto,15000,12.54,Current
L001340,C000923,Personal,2500,17.51,Paid Off
L001341,C003173,Auto,20000,9.8,Current
L001342,C001625,Personal,15000,9.81,Current
L001343,C004856,Home Improvement,10000,13.71,Current
L001344,C001923,Personal,15000,10.78,Paid Off
L001345,C002075,Auto,30000,4.55,Current
L001346,C002806,Personal,10000,9.21,Current
L001347,C003680,Home Improvement,7500,6.87,Current
L001348,C003246,Auto,15000,6.47,Current
L001349,C002942,Personal,7500,6.08,Current
L001350,C003682,Personal,30000,12.29,Current
L001351,C004521,Home Improvement,20000,12.06,Paid Off
L001352,C000623,Personal,5000,10.51,Current
L001353,C000162,Personal,20000,12.31,Current
L001354,C004773,Home Improvement,10000,13.26,Current
L001355,C001436,Home Improvement,2500,4.47,Current
L001356,C003975,Personal,5000,5.98,Current
L001357,C004406,Personal,7500,6.37,Current
L001358,C001550,Auto,7500,10.63,Current
L001359,C000535,Auto,10000,16.79,Current
L001360,C004831,Home Improvement,5000,5.81,Current
L001361,C003450,Personal,30000,14.08,Current
L001362,C004651,Home Improvement,2500,6.56,Current
L001363,C002842,Home Improvement,10000,15.11,Current
L001364,C002469,Auto,30000,12.9,Paid Off
L001365,C000999,Personal,30000,5.39,Current
L001366,C003213,Personal,10000,11.69,Paid Off
L001367,C003613,Home Improvement,7500,9.28,Current
L001368,C004646,Personal,30000,15.02,Current
L001369,C001887,Auto,2500,8.0,Paid Off
L001370,C001212,Auto,20000,5.98,Current
L001371,C000694,Home Improvement,15000,10.19,Current
L001372,C000981,Auto,30000,13.86,Current
L001373,C004919,Personal,7500,5.88,Current
L001374,C000249,Home Improvement,20000,7.13,Current
L001375,C000613,Personal,5000,15.24,Current
L001376,C001093,Home Improvement,7500,6.15,Delinquent
L001377,C004383,Home Improvement,10000,13.68,Current
L001378,C002537,Auto,2500,12.53,Current
L001379,C003815,Home Improvement,20000,12.95,Current
L001380,C003140,Personal,5000,10.41,Current
L001381,C001012,Personal,7500,4.51,Current
L001382,C004720,Auto,5000,17.88,Current
L001383,C002796,Home Improvement,20000,16.48,Current
L001384,C000024,Auto,15000,17.06,Current
L001385,C003352,Home Improvement,2500,15.11,Paid Off
L001386,C000319,Home Improvement,15000,12.0,Current
L001387,C000237,Auto,30000,6.58,Paid Off
L001388,C001862,Home Improvement,7500,9.73,Delinquent
L001389,C002952,Personal,5000,11.03,Current
L001390,C001589,Home Improvement,10000,18.14,Paid Off
L001391,C000920,Auto,2500,10.23,Current
L001392,C001604,Home Improvement,2500,18.15,Current
L001393,C003036,Home Improvement,20000,12.01,Current
L001394,C001040,Auto,10000,13.25,Paid Off
L001395,C001776,Auto,5000,13.16,Paid Off
L001396,C001762,Personal,5000,12.89,Current
L001397,C004545,Auto,30000,15.61,Current
L001398,C000355,Auto,30000,14.24,Current
L001399,C002145,Personal,5000,5.55,Paid Off
L001400,C003480,Personal,2500,4.37,Current
L001401,C001081,Personal,5000,15.53,Current
L001402,C003484,Auto,7500,4.46,Current
L001403,C002317,Personal,20000,3.63,Delinquent
L001404,C003228,Personal,20000,14.64,Current
L001405,C001951,Auto,20000,8.71,Current
L001406,C001856,Auto,30000,15.85,Paid Off
L001407,C003498,Personal,20000,7.85,Current
L001408,C002147,Home Improvement,30000,12.59,Current
L001409,C000392,Personal,20000,14.53,Current
L001410,C004518,Personal,7500,12.27,Current
L001411,C004503,Home Improvement,2500,7.59,Current
L001412,C001704,Auto,10000,13.59,Paid Off
L001413,C001996,Home Improvement,7500,18.15,Current
L001414,C002786,Home Improvement,20000,4.54,Delinquent
L001415,C001291,Personal,7500,10.08,Current
L001416,C002281,Home Improvement,15000,18.24,Current
L001417,C004611,Auto,20000,9.35,Current
L001418,C002761,Personal,20000,16.97,Current
L001419,C004911,Home Improvement,30000,10.29,Current
L001420,C000946,Home Improvement,20000,17.68,Current
L001421,C003133,Auto,7500,3.77,Paid Off
L001422,C002889,Personal,15000,7.5,Current
L001423,C004081,Home Improvement,15000,9.67,Paid Off
L001424,C003901,Home Improvement,20000,15.53,Current
L001425,C002128,Auto,10000,7.39,Current
L001426,C002250,Home Improvement,20000,4.91,Current
L001427,C002798,Auto,2500,14.52,Current
L001428,C000317,Auto,20000,18.05,Current
L001429,C004098,Home Improvement,20000,15.79,Paid Off
L001430,C004416,Auto,20000,8.97,Paid Off
L001431,C003995,Personal,30000,4.92,Current
L001432,C001441,Personal,5000,16.81,Paid Off
L001433,C003841,Personal,7500,15.57,Current
L001434,C002489,Home Improvement,7500,12.01,Current
L001435,C003875,Auto,10000,10.04,Current
L001436,C000998,Personal,2500,8.47,Current
L001437,C001220,Personal,10000,5.88,Current
L001438,C002940,Auto,15000,17.16,Current
L001439,C001692,Personal,15000,5.19,Current
L001440,C004595,Auto,5000,12.15,Paid Off
L001441,C000508,Home Improvement,2500,16.32,Paid Off
L001442,C004772,Personal,2500,6.85,Delinquent
L001443,C004227,Home Improvement,10000,15.01,Current
L001444,C002989,Home Improvement,15000,7.88,Current
L001445,C002132,Auto,30000,7.56,Current
L001446,C002328,Auto,10000,13.79,Current
L001447,C003094,Personal,2500,14.59,Current
L001448,C001395,Personal,2500,5.83,Paid Off
L001449,C001103,Home Improvement,2500,6.69,Current
L001450,C003168,Auto,15000,10.99,Paid Off
L001451,C004134,Auto,10000,7.14,Delinquent
L001452,C002934,Auto,20000,7.68,Current
L001453,C003451,Auto,10000,10.79,Current
L001454,C000428,Home Improvement,20000,13.28,Current
L001455,C002177,Personal,30000,10.0,Current
L001456,C002166,Personal,2500,6.67,Current
L001457,C004033,Personal,20000,7.49,Current
L001458,C002282,Personal,15000,18.16,Current
L001459,C000429,Auto,20000,5.46,Current
L001460,C004412,Home Improvement,10000,15.21,Paid Off
L001461,C000373,Home Improvement,30000,16.2,Current
L001462,C004631,Auto,15000,17.8,Current
L001463,C000087,Auto,20000,14.69,Paid Off
L001464,C000356,Home Improvement,7500,16.84,Current
L001465,C002071,Home Improvement,10000,15.32,Current
L001466,C003083,Home Improvement,7500,9.04,Current
L001467,C001201,Home Improvement,30000,15.43,Current
L001468,C001356,Home Improvement,10000,17.69,Current
L001469,C003256,Personal,7500,17.64,Current
L001470,C001295,Auto,20000,6.2,Paid Off
L001471,C004221,Auto,20000,11.19,Current
L001472,C004983,Home Improvement,7500,12.53,Current
L001473,C004585,Auto,7500,13.31,Current
L001474,C002255,Personal,2500,3.57,Current
L001475,C000441,Auto,15000,16.44,Current
L001476,C002215,Home Improvement,10000,10.54,Current
L001477,C000142,Personal,10000,16.54,Paid Off
L001478,C001984,Home Improvement,20000,9.84,Current
L001479,C001189,Home Improvement,10000,11.58,Current
L001480,C004193,Auto,30000,6.35,Current
L001481,C001033,Personal,15000,4.92,Current
L001482,C004695,Personal,10000,8.77,Current
L001483,C002444,Auto,2500,14.78,Current
L001484,C001979,Auto,15000,9.75,Current
L001485,C003903,Personal,7500,13.63,Current
L001486,C002390,Auto,2500,17.5,Current
L001487,C000509,Home Improvement,10000,15.08,Current
L001488,C003636,Auto,30000,12.31,Current
L001489,C000205,Personal,5000,8.94,Current
L001490,C000713,Personal,5000,12.76,Paid Off
L001491,C004097,Auto,7500,3.76,Paid Off
L001492,C000063,Home Improvement,5000,4.39,Paid Off
L001493,C001895,Personal,15000,14.79,Delinquent
L001494,C001510,Home Improvement,20000,6.84,Current
L001495,C000093,Home Improvement,20000,16.37,Paid Off
L001496,C000182,Auto,30000,16.47,Paid Off
L001497,C004022,Personal,30000,7.11,Current
L001498,C000197,Home Improvement,5000,11.9,Current
L001499,C001350,Home Improvement,5000,16.49,Current
L001500,C000289,Home Improvement,7500,5.62,Current
L001501,C002206,Home Improvement,15000,5.59,Current
L001502,C001205,Home Improvement,10000,6.79,Current
L001503,C004636,Auto,5000,5.16,Current
L001504,C002676,Personal,15000,6.26,Current
L001505,C004204,Home Improvement,15000,6.88,Current
L001506,C004821,Personal,5000,7.65,Paid Off
L001507,C001766,Auto,5000,12.63,Current
L001508,C002579,Personal,20000,17.76,Current
L001509,C000775,Home Improvement,7500,5.96,Current
L001510,C000017,Auto,10000,16.68,Current
L001511,C000200,Auto,2500,9.39,Paid Off
L001512,C002285,Auto,7500,16.15,Current
L001513,C004916,Auto,20000,16.39,Current
L001514,C000769,Home Improvement,2500,9.06,Current
L001515,C003495,Home Improvement,7500,11.82,Current
L001516,C003519,Personal,20000,11.92,Current
L001517,C000781,Home Improvement,2500,15.28,Current
L001518,C000776,Auto,7500,15.02,Current
L001519,C003347,Home Improvement,30000,10.37,Delinquent
L001520,C002718,Auto,10000,6.66,Current
L001521,C003285,Personal,20000,16.21,Current
L001522,C003782,Home Improvement,30000,13.83,Paid Off
L001523,C001702,Home Improvement,20000,17.79,Current
L001524,C000369,Auto,30000,11.45,Paid Off
L001525,C002117,Personal,10000,8.24,Current
L001526,C001863,Auto,30000,14.39,Current
L001527,C001273,Home Improvement,7500,12.84,Paid Off
L001528,C002077,Auto,20000,18.21,Current
L001529,C003046,Personal,20000,17.43,Paid Off
L001530,C003150,Personal,15000,14.06,Current
L001531,C004029,Personal,30000,5.73,Paid Off
L001532,C000073,Personal,2500,11.44,Current
L001533,C004893,Personal,20000,6.8,Current
L001534,C003694,Home Improvement,7500,3.57,Paid Off
L001535,C002513,Home Improvement,5000,10.8,Current
L001536,C003379,Auto,10000,3.75,Current
L001537,C000333,Personal,10000,3.78,Current
L001538,C000523,Home Improvement,5000,4.63,Current
L001539,C003708,Personal,20000,8.58,Current
L001540,C003184,Personal,2500,8.13,Current
L001541,C000834,Personal,30000,4.55,Paid Off
L001542,C004375,Home Improvement,5000,9.05,Current
L001543,C003000,Personal,5000,17.01,Current
L001544,C002048,Home Improvement,5000,6.77,Paid Off
L001545,C002565,Personal,5000,11.42,Current
L001546,C001879,Home Improvement,20000,18.4,Current
L001547,C003954,Personal,7500,6.13,Current
L001548,C004946,Home Improvement,15000,15.32,Current
L001549,C000801,Personal,7500,11.81,Current
L001550,C004927,Home Improvement,7500,12.64,Current
L001551,C003336,Home Improvement,5000,16.73,Paid Off
L001552,C000898,Auto,5000,11.97,Current
L001553,C003131,Personal,30000,14.68,Current
L001554,C003890,Home Improvement,15000,9.81,Current
L001555,C002688,Home Improvement,15000,5.4,Current
L001556,C003661,Auto,5000,7.52,Paid Off
L001557,C002471,Auto,5000,13.42,Current
L001558,C001738,Home Improvement,10000,4.27,Paid Off
L001559,C000695,Auto,10000,13.04,Paid Off
L001560,C001370,Auto,2500,3.7,Current
L001561,C001209,Home Improvement,15000,15.24,Current
L001562,C001733,Auto,20000,6.04,Paid Off
L001563,C004083,Personal,5000,15.87,Current
L001564,C000718,Personal,30000,3.91,Current
L001565,C000354,Personal,2500,17.33,Current
L001566,C000573,Personal,15000,12.48,Current
L001567,C003618,Home Improvement,15000,7.46,Current
L001568,C000467,Personal,30000,15.9,Current
L001569,C001526,Auto,5000,8.7,Current
L001570,C002054,Personal,30000,17.54,Paid Off
L001571,C004822,Auto,5000,11.58,Paid Off
L001572,C000408,Home Improvement,5000,12.31,Delinquent
L001573,C001262,Personal,20000,14.62,Current
L001574,C004248,Personal,30000,13.7,Delinquent
L001575,C001512,Personal,15000,13.35,Delinquent
L001576,C001943,Home Improvement,2500,6.6,Paid Off
L001577,C002235,Auto,10000,3.67,Current
L001578,C001728,Personal,20000,4.5,Current
L001579,C002287,Home Improvement,10000,17.44,Current
L001580,C001948,Home Improvement,10000,9.03,Paid Off
L001581,C000515,Auto,2500,13.6,Current
L001582,C000085,Auto,30000,3.56,Current
L001583,C001915,Home Improvement,20000,7.32,Paid Off
L001584,C000028,Auto,30000,10.91,Paid Off
L001585,C003095,Personal,15000,17.11,Current
L001586,C001267,Personal,20000,12.31,Current
L001587,C004877,Home Improvement,2500,4.05,Current
L001588,C000922,Home Improvement,30000,7.77,Paid Off
L001589,C002259,Auto,20000,10.51,Current
L001590,C002417,Personal,7500,5.99,Current
L001591,C001021,Auto,10000,9.33,Current
L001592,C002358,Home Improvement,30000,14.36,Current
L001593,C000440,Auto,15000,5.87,Current
L001594,C003021,Home Improvement,20000,15.02,Paid Off
L001595,C004741,Personal,15000,13.45,Current
L001596,C004269,Auto,15000,4.28,Current
L001597,C000066,Home Improvement,15000,7.1,Current
L001598,C001217,Auto,5000,12.96,Current
L001599,C004205,Auto,30000,16.52,Current
L001600,C003775,Home Improvement,30000,4.87,Current
